age,gender,education,natrue_enterprise,type_work,job_title_s_data,work_experience,marital_status,partners_work,telework_is_active,hours_per_day,days_per_week,environment0,environment1,environment2,environment3,jobCharacteristics0,jobCharacteristics1,jobCharacteristics2,jobCharacteristics3,teleworkerCharacteristics0,teleworkerCharacteristics1,teleworkerCharacteristics2,teleworkerCharacteristics3,communication0,communication1,communication2,communication3,communication4,management0,management1,management2,management3,management4,organisationalCulture0,organisationalCulture1,organisationalCulture2,organisationalCulture3,organisationalCulture4,technology0,technology1,technology2,technology3,technology4,asynchronousWork0,asynchronousWork1,asynchronousWork2,asynchronousWork3,job_effectiveness1,job_effectiveness2,job_effectiveness3,job_effectiveness4,work-life_balance1,work-life_balance2,work-life_balance3,work-life_balance4,well-being1,well-being2,well-being3,well-being4
1,0,2,0,1,0,2,2,2,0,2,3,5,5,6,6,4,2,5,4,5,5,5,5,4,5,5,5,5,5,5,6,6,5,6,4,5,4,5,5,6,5,3,5,6,5,6,6,5,6,5,5,5,5,5,6,5,5,6,6
3,0,2,0,1,0,2,0,0,0,2,2,6,5,4,5,5,2,5,4,5,4,5,6,6,5,5,5,5,5,5,6,6,5,6,4,6,5,5,5,6,4,3,5,6,5,6,6,5,6,6,5,5,6,5,6,5,5,6,6
3,1,3,1,1,0,3,2,0,0,3,2,3,2,4,3,4,3,3,4,4,5,4,4,5,2,3,3,4,3,3,4,3,3,3,4,4,2,4,2,3,4,5,4,3,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4
1,1,1,1,3,0,1,0,0,0,1,3,2,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,1,4,4,4,3,2,3,3,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,3,0,1,1,2,0,2,1,2,4,4,2,3,2,4,4,3,3,3,2,3,3,3,3,3,3,4,3,3,3,1,4,4,4,3,2,4,2,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,1,0,1,0,1,0,0,0,2,2,4,5,4,5,4,3,5,3,4,3,3,4,3,4,4,4,4,5,6,6,6,6,6,4,5,5,5,5,6,4,3,5,6,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5
1,1,1,1,0,2,1,0,0,0,2,3,3,4,2,2,3,3,4,4,4,3,4,4,3,3,4,4,4,3,4,2,3,3,4,3,3,4,3,4,3,4,5,4,4,4,2,5,3,4,4,4,3,3,3,3,3,4,3,3
2,0,3,1,2,0,3,3,0,0,3,1,3,3,2,1,4,3,2,2,3,5,3,3,4,4,3,2,3,4,2,3,2,3,2,5,3,3,5,2,2,4,3,2,3,3,5,5,4,3,4,3,3,3,3,3,3,3,3,3
3,1,3,1,1,0,3,0,0,0,2,2,4,3,3,3,4,3,3,3,4,5,4,4,5,2,3,3,4,3,3,4,3,3,3,4,4,3,4,2,4,3,5,4,3,4,6,6,4,4,4,4,4,4,4,4,4,3,4,4
1,1,1,1,2,0,1,2,0,0,2,2,3,4,5,3,3,2,4,3,3,4,4,3,3,5,3,3,3,5,4,3,3,4,3,4,4,4,4,3,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
3,1,3,1,1,0,3,1,3,0,2,3,3,3,3,3,4,3,3,4,4,5,4,4,5,2,3,3,4,3,3,4,3,3,3,4,4,2,4,2,3,4,5,4,3,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4
1,0,2,0,1,0,2,2,2,0,3,2,5,5,6,6,4,2,5,4,5,5,5,5,4,5,5,5,5,5,5,6,6,5,6,4,5,4,5,5,6,5,3,5,6,5,6,6,5,6,5,5,5,5,5,6,5,5,6,6
1,1,1,1,1,0,1,2,2,1,1,1,3,4,5,3,3,2,5,4,3,3,4,3,3,3,3,4,4,3,4,3,3,3,3,5,5,5,4,3,4,2,3,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4
2,1,3,1,1,0,3,1,2,0,3,3,2,3,3,3,3,3,2,3,4,6,4,4,4,2,3,3,4,3,3,4,3,3,3,4,3,2,4,2,2,5,5,4,3,4,6,6,4,4,4,4,4,3,4,4,3,3,3,4
3,0,3,2,1,0,3,2,3,0,1,3,4,2,3,4,3,2,2,3,2,5,4,3,5,2,2,3,3,2,2,4,3,2,4,4,4,2,4,2,4,4,4,5,2,4,6,5,4,4,4,3,3,3,4,4,3,3,3,4
1,1,4,0,1,0,0,2,3,1,2,3,2,4,5,4,2,4,3,3,3,2,3,3,0,2,2,4,3,3,3,4,5,6,4,2,3,3,4,3,4,3,1,2,4,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4
3,1,3,2,1,0,3,0,0,0,3,3,3,2,1,3,2,3,1,2,2,4,3,3,5,2,3,3,3,2,2,4,3,2,4,3,3,1,3,2,3,5,4,5,2,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,3,0,1,0,0,0,2,2,3,4,3,2,3,3,4,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,1,3,4,4,2,2,4,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,2,2,1,0,2,0,0,0,1,1,5,5,3,4,4,2,4,2,3,4,5,4,4,3,3,4,3,2,3,4,4,3,5,4,5,4,4,3,5,2,3,6,3,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4
2,1,1,1,1,0,1,1,3,1,3,2,3,4,3,3,3,2,4,4,3,3,3,3,4,3,3,4,4,3,4,3,3,3,3,4,4,3,3,3,3,4,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,4,3,3
2,0,0,1,1,0,1,1,2,0,2,3,3,5,3,3,3,2,3,3,3,3,3,2,4,3,2,3,3,3,4,3,3,4,3,4,4,3,3,2,3,4,3,4,3,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3
0,0,4,1,2,0,0,0,0,0,2,3,2,2,2,1,1,4,2,1,2,1,1,1,0,3,1,1,1,3,2,2,2,4,1,2,2,3,3,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2
2,1,3,1,1,0,3,0,0,1,3,2,3,3,2,2,3,4,2,2,3,4,3,4,3,2,3,3,4,3,2,4,2,3,3,4,3,2,4,2,2,4,4,3,3,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3
1,0,1,1,0,1,1,2,2,0,3,0,3,3,4,4,3,1,5,5,4,4,5,4,4,4,4,4,4,5,5,2,4,4,4,5,4,5,4,5,3,4,5,5,5,4,2,5,4,4,4,4,4,4,4,4,5,5,4,4
2,0,1,1,3,0,1,0,0,0,2,2,4,4,3,2,4,3,4,3,3,3,3,2,4,2,3,3,3,3,4,3,3,3,1,3,4,4,3,2,4,3,2,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
3,1,3,0,3,0,3,2,2,0,3,1,3,2,5,3,4,3,3,4,4,5,4,4,5,3,3,3,3,3,3,5,5,4,3,4,4,3,5,3,4,4,2,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4
0,1,1,1,1,0,1,4,0,0,3,3,2,2,3,4,2,3,3,3,3,3,4,3,3,3,3,3,3,3,5,4,4,4,4,4,3,3,4,3,3,5,4,4,5,5,4,5,4,4,4,3,4,4,4,4,4,3,4,4
1,1,1,0,0,1,1,0,0,0,3,3,3,4,3,5,4,2,5,5,6,4,4,5,4,5,5,5,5,6,6,4,6,6,6,4,4,5,4,6,5,6,3,6,6,4,2,6,5,5,5,5,5,5,5,5,5,5,5,5
4,0,2,0,1,0,2,0,0,0,2,1,6,5,3,5,4,3,6,4,5,4,4,6,4,5,5,4,6,5,5,6,6,5,6,5,6,5,5,5,6,4,3,5,6,6,6,6,5,6,6,5,5,5,5,5,5,5,6,5
4,0,3,1,3,0,3,2,2,0,2,0,2,1,4,2,3,3,3,4,3,5,3,3,3,2,3,1,3,2,2,4,2,3,1,4,4,3,3,1,2,2,3,2,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3
2,0,2,1,1,0,2,2,0,0,3,3,4,3,3,4,3,2,3,4,4,5,5,5,5,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,3,5,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
1,1,1,0,3,0,1,4,0,0,0,2,2,3,5,4,3,2,5,4,4,4,4,3,3,4,3,4,3,4,4,5,6,5,3,4,5,5,4,4,5,3,1,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4
1,1,1,1,3,0,1,3,0,1,1,1,3,3,3,1,3,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,2,3,1,4,4,4,3,1,3,2,2,2,3,4,3,3,3,3,3,3,3,3,2,3,2,3,3,3
2,1,2,0,0,2,2,2,0,0,2,0,5,4,6,5,5,2,6,6,5,5,6,6,5,5,6,5,5,5,4,4,6,4,6,4,4,5,5,6,5,3,4,4,5,5,3,6,5,6,6,5,5,5,5,5,5,5,5,5
1,1,1,1,3,0,1,0,0,0,3,2,2,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,1,3,3,3,2,2,3,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,1,2,1,1,0,2,4,0,0,2,3,4,3,4,4,4,2,4,4,4,5,5,5,5,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
2,0,2,1,1,0,2,2,2,0,3,2,5,4,5,4,4,2,4,4,4,5,5,5,5,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4
3,1,2,1,0,3,2,4,0,0,1,1,5,3,4,3,5,2,5,5,4,5,5,5,6,4,6,5,5,3,4,3,3,1,3,4,4,5,4,4,4,2,6,4,3,5,3,5,4,4,5,5,3,4,3,4,4,5,4,4
2,1,2,1,3,0,2,1,2,1,3,2,3,3,3,1,3,3,3,3,3,4,3,4,4,3,3,3,3,2,2,3,2,2,1,3,3,2,3,1,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2
2,1,2,1,3,0,2,4,0,0,2,2,3,3,4,3,4,2,4,4,3,4,5,4,5,3,3,3,3,3,3,3,3,3,1,3,4,3,3,2,4,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,4,3,4,3
4,0,1,2,2,0,1,0,0,0,2,3,4,3,2,3,2,2,3,2,2,2,2,2,3,4,2,2,3,3,3,3,3,3,3,3,3,3,2,3,4,4,2,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,0,1,2,3,0,1,0,0,0,3,3,3,3,1,3,2,3,2,2,2,2,2,2,4,2,2,3,2,1,3,4,3,2,2,2,3,2,1,2,3,5,1,4,2,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2
3,1,3,1,3,0,3,3,0,0,2,2,3,2,2,1,4,4,2,3,3,4,3,3,5,2,3,2,3,2,2,4,2,3,1,3,3,2,3,1,3,3,3,2,3,2,5,4,3,3,3,3,3,3,3,3,3,3,3,3
2,0,1,1,1,0,1,1,2,0,2,1,4,5,4,3,4,1,5,4,3,4,4,3,4,3,3,4,4,3,5,4,4,4,4,5,5,5,4,3,4,3,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
3,0,3,0,2,0,3,2,2,1,1,3,3,3,5,3,4,3,3,4,4,5,3,4,4,4,3,3,4,5,2,5,4,5,3,5,4,3,6,3,4,4,2,2,4,3,5,5,4,4,4,4,4,4,4,4,4,4,5,4
1,0,2,2,3,0,2,2,0,0,0,2,3,3,4,3,3,1,3,3,2,4,4,2,4,3,3,3,2,1,2,4,3,2,2,3,4,3,3,2,4,2,2,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
2,1,2,1,0,1,2,2,2,0,2,2,5,4,5,4,5,1,5,5,5,5,6,5,6,5,5,4,4,5,4,2,4,3,4,4,4,4,4,5,4,4,5,5,4,4,2,6,5,5,5,5,4,4,4,5,5,5,4,5
2,0,3,1,1,0,3,0,0,0,3,3,3,3,1,3,3,3,2,3,4,5,3,4,4,2,3,3,4,3,3,4,3,3,3,4,3,2,4,2,2,5,5,4,3,4,6,6,4,4,4,4,3,3,4,3,3,3,3,4
2,0,2,1,1,0,2,1,0,1,3,1,4,4,3,3,4,2,4,4,3,4,4,4,4,3,3,4,4,3,3,4,3,3,3,5,4,3,5,3,3,3,4,4,4,5,5,5,4,4,4,4,4,4,3,4,4,4,4,4
2,1,1,1,1,0,1,2,0,0,2,2,4,4,5,4,4,2,5,4,3,4,5,4,4,3,3,4,4,3,5,4,4,4,4,4,4,4,4,3,4,3,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,5
0,1,0,0,3,0,1,1,2,0,2,2,2,5,4,3,3,4,4,3,3,3,2,2,3,4,3,2,2,3,4,5,5,5,2,3,4,4,3,3,5,3,0,3,4,3,3,3,3,3,4,3,4,4,4,3,3,3,4,3
3,1,1,0,3,0,1,3,0,1,2,1,4,4,4,3,4,3,5,4,3,2,3,4,5,4,3,4,3,3,4,5,5,5,3,4,5,4,4,3,5,3,0,3,5,4,3,3,4,4,4,4,4,4,4,4,4,4,5,4
4,0,3,1,0,1,3,0,0,0,3,2,4,2,1,2,4,3,3,5,5,5,3,4,4,3,4,2,5,4,4,2,3,3,3,4,3,3,3,4,3,5,6,4,3,3,4,6,4,4,4,4,3,3,4,3,4,4,3,3
1,0,1,1,2,0,1,2,2,0,3,3,2,3,4,3,2,2,3,3,3,4,3,2,3,4,3,3,3,5,4,3,3,4,3,4,3,3,4,3,2,5,3,3,4,3,4,4,3,3,3,3,4,3,4,3,4,3,3,4
3,0,1,1,1,0,1,0,0,0,3,3,4,3,2,3,3,3,3,4,3,3,3,3,5,3,3,4,4,3,5,4,4,4,4,4,4,3,4,3,3,5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
1,1,1,0,1,0,1,2,0,0,3,2,3,5,5,6,4,2,5,4,4,4,5,4,3,4,4,5,5,5,6,6,6,6,6,4,5,5,5,5,6,5,3,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6
1,1,2,0,1,0,2,1,3,1,3,1,4,5,4,4,4,2,5,4,4,4,4,5,3,5,4,5,5,4,4,5,6,5,5,5,5,4,6,5,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
2,0,1,1,2,0,1,4,0,0,3,1,3,3,4,3,3,2,3,3,3,4,4,3,4,4,3,3,3,5,4,3,3,4,3,5,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,1,0,3,0,1,0,0,0,0,2,3,3,3,3,3,3,5,3,4,3,3,3,3,4,3,3,3,4,4,5,6,5,3,4,5,5,4,4,5,3,1,4,5,4,4,3,4,4,4,3,4,4,4,4,4,4,5,4
1,1,1,0,2,0,1,2,0,0,3,2,3,4,5,4,3,2,4,4,4,4,4,4,3,6,3,4,4,6,4,5,6,6,5,4,4,4,5,5,5,4,1,4,6,4,4,4,4,5,4,4,5,5,5,5,5,4,5,5
2,1,1,0,3,0,1,0,0,0,2,3,3,4,3,3,3,3,4,4,4,3,3,4,4,4,3,4,3,4,4,5,6,5,3,3,4,4,4,4,5,4,1,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4
1,1,2,1,1,0,2,2,2,0,3,2,4,4,5,4,4,2,4,4,4,5,5,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
4,1,2,1,1,0,2,4,0,1,3,2,3,2,3,3,3,3,4,4,3,4,4,5,3,4,3,3,5,3,3,4,3,3,3,4,4,3,3,3,3,4,4,4,4,4,4,5,4,4,4,4,3,3,3,4,4,4,4,4
1,1,1,2,1,0,1,0,0,0,2,1,4,5,3,4,3,2,4,2,2,3,4,2,3,3,3,4,3,2,4,4,4,3,5,4,4,4,3,3,5,3,3,6,3,5,4,4,4,4,4,3,4,4,3,4,3,3,4,4
2,1,1,0,2,0,1,3,0,0,2,2,4,6,4,3,4,2,5,3,4,3,3,4,4,6,3,4,4,6,4,5,6,6,5,4,4,5,5,5,6,3,1,4,6,4,4,4,4,5,5,4,5,5,5,5,5,4,5,5
1,1,1,1,3,0,1,2,2,0,3,1,2,3,4,3,3,3,3,4,3,3,4,2,3,3,3,3,3,3,4,3,3,3,1,4,4,4,3,2,3,3,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,2,1,1,0,2,1,2,0,3,3,3,4,3,3,3,2,3,4,4,5,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,3,5,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
2,0,1,1,3,0,1,0,0,0,2,2,4,4,3,2,4,3,4,3,3,3,3,2,4,2,3,3,3,3,4,3,3,3,1,3,4,4,3,2,4,3,2,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
3,0,3,1,0,1,3,2,1,0,2,3,4,1,3,3,5,1,3,5,5,6,5,4,6,3,4,3,4,4,4,2,3,3,3,4,3,3,4,4,3,5,6,4,3,3,4,6,4,4,4,5,4,4,4,4,4,4,4,4
2,1,1,0,3,0,1,2,2,0,2,2,3,5,6,4,4,2,5,4,4,4,4,4,4,4,3,4,3,4,4,5,6,5,3,3,4,4,4,4,6,3,1,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4
4,0,3,1,3,0,3,3,0,0,2,3,3,1,1,1,3,4,2,3,3,4,2,3,3,2,3,1,3,2,2,4,2,3,1,3,3,2,3,1,2,4,3,2,3,2,5,4,3,3,3,3,3,2,3,2,2,2,3,2
0,1,0,1,2,0,1,2,2,0,3,2,2,3,4,2,2,3,3,2,2,3,2,1,3,5,2,1,2,4,3,2,2,4,1,4,3,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3
3,0,1,1,3,0,1,2,2,1,3,2,3,1,4,2,3,3,3,4,2,2,3,2,5,2,2,3,3,2,3,3,2,3,1,3,3,3,2,1,2,3,2,2,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3
2,0,2,1,1,0,2,0,0,0,3,2,5,4,2,3,4,2,4,3,4,4,4,5,5,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
3,0,3,1,3,0,3,3,0,0,2,1,4,2,2,1,4,3,3,3,3,4,3,3,5,2,3,2,3,2,2,4,2,3,1,4,4,3,4,1,3,3,3,2,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3
2,1,2,1,1,0,2,2,2,0,2,3,4,4,5,4,4,2,4,4,4,5,5,5,5,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4
2,1,1,1,2,0,1,2,0,0,2,2,3,4,5,3,3,2,4,3,3,4,4,3,4,5,3,3,3,5,4,3,3,4,3,4,4,4,4,3,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
2,0,2,0,1,0,2,0,0,0,3,2,5,5,3,5,4,2,5,4,5,4,4,6,5,5,5,5,5,5,5,6,6,5,6,4,5,4,5,5,6,5,3,5,6,5,6,6,5,6,6,5,5,5,5,5,5,5,5,5
3,0,1,1,3,0,1,2,2,0,2,2,4,3,5,3,4,2,4,4,3,3,4,2,5,2,3,3,3,3,4,3,3,3,1,3,4,4,3,2,4,3,2,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
3,1,2,0,1,0,2,2,2,0,3,2,5,4,6,6,4,2,5,5,5,5,5,6,6,5,5,5,5,5,5,6,6,5,6,4,5,4,5,5,6,5,3,5,6,5,5,6,5,6,6,5,5,5,6,6,6,5,6,6
2,1,2,2,0,2,2,2,0,0,1,3,4,3,3,4,3,1,3,4,3,5,5,5,5,3,4,4,3,2,3,3,3,1,5,3,3,3,3,4,4,4,5,5,2,4,2,4,4,4,4,4,3,3,3,4,4,4,3,4
2,1,1,0,1,0,1,2,2,0,3,2,4,5,6,6,4,2,5,4,4,4,5,5,4,4,4,5,5,5,6,6,6,6,6,4,5,5,5,5,6,5,3,5,6,5,5,5,5,6,5,5,5,6,5,5,5,5,6,6
1,1,1,0,1,0,1,2,3,0,2,2,4,6,6,6,4,2,5,4,4,4,5,4,3,4,4,5,5,5,6,6,6,6,6,4,5,5,5,5,6,4,3,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6
2,1,2,1,1,0,2,0,0,0,2,0,5,4,3,3,4,2,5,3,4,4,5,5,5,4,4,4,4,3,4,4,4,3,4,5,5,4,5,3,4,2,4,4,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4
3,1,2,1,2,0,2,0,0,0,2,2,5,4,3,2,4,2,4,2,3,4,4,4,6,5,3,3,3,5,3,3,3,4,3,4,4,4,4,3,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,4,1,1,0,0,0,0,0,3,3,2,2,1,3,1,5,2,1,3,1,1,2,0,1,2,2,2,2,3,3,3,4,3,2,2,2,3,1,2,4,3,2,3,3,3,3,2,2,2,2,3,2,3,2,2,2,2,2
1,1,1,1,1,0,1,2,2,0,3,2,3,4,5,4,3,2,4,4,3,4,4,3,3,3,3,4,4,3,5,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4
4,1,3,0,1,0,3,1,0,0,2,3,3,4,3,4,4,3,3,4,5,6,3,5,3,3,4,3,6,4,4,6,6,5,5,4,4,3,5,4,5,5,3,4,5,5,6,6,5,5,5,4,5,5,5,5,4,4,5,5
0,0,1,0,2,0,1,0,0,0,3,3,3,3,3,3,2,3,3,2,4,3,2,4,3,5,3,3,3,6,4,5,6,6,5,4,3,4,5,5,4,5,1,4,6,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4
2,0,2,1,2,0,2,0,0,1,2,3,4,3,3,1,3,3,3,2,3,3,3,4,4,5,3,3,3,4,2,3,2,3,2,4,3,3,4,2,2,4,3,2,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3
0,0,0,0,0,1,1,2,2,0,2,3,3,4,5,5,3,2,5,5,5,4,3,4,4,5,4,3,3,5,5,3,6,6,5,4,3,5,4,6,5,5,3,5,5,4,2,5,4,5,5,4,5,5,5,5,5,5,5,5
2,0,2,1,1,0,2,2,2,0,3,2,5,4,5,4,4,2,4,4,4,5,5,5,5,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4
4,1,2,1,1,0,2,0,0,1,2,2,5,4,2,3,3,3,4,3,3,3,3,5,3,4,3,3,5,3,3,4,3,3,3,4,4,3,3,3,4,3,4,4,4,4,4,5,4,4,4,4,4,3,3,4,3,3,3,4
4,1,0,0,1,0,1,3,0,0,2,2,4,5,4,4,3,4,5,3,4,2,3,4,3,4,3,3,5,4,5,5,6,6,5,4,5,5,4,4,6,3,2,4,5,5,4,4,4,5,4,4,5,5,4,4,4,4,5,4
2,1,1,1,1,0,1,2,2,1,3,3,3,3,4,3,2,3,3,4,3,3,4,3,4,3,3,4,4,3,4,3,3,3,3,4,3,3,3,3,2,5,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
2,1,3,1,3,0,3,2,0,0,3,3,1,1,3,2,3,4,1,3,3,5,4,3,4,2,3,2,3,2,2,4,2,3,1,3,2,1,3,1,2,5,3,2,3,2,5,4,3,3,3,3,3,3,3,2,3,2,3,3
1,0,0,1,3,0,1,2,0,1,1,1,2,3,4,1,3,3,3,3,2,2,3,1,2,2,1,2,2,2,2,2,1,3,0,4,4,4,3,0,2,1,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2
2,1,2,1,0,2,2,2,2,0,2,3,4,3,5,3,4,2,4,5,4,5,5,5,5,4,5,4,4,3,4,2,3,2,4,3,3,3,4,4,3,4,6,4,4,4,3,5,4,4,4,5,4,4,4,4,4,4,4,4
3,1,3,0,3,0,3,2,0,0,2,2,3,3,5,3,5,3,3,4,4,5,4,4,5,3,3,3,3,3,3,5,5,4,3,3,4,3,4,3,5,4,2,3,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,1,0,1,0,1,0,0,0,2,2,5,5,3,5,4,3,5,3,4,3,3,4,3,4,4,4,4,5,6,6,6,6,6,4,5,5,5,5,6,4,3,5,6,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5
1,0,1,0,1,0,1,2,3,0,2,3,4,5,5,6,4,2,5,5,4,4,4,4,3,4,4,5,5,5,6,6,6,6,6,4,5,5,5,5,6,5,3,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6
0,0,4,1,1,0,0,2,0,0,1,3,2,2,3,3,1,4,3,2,3,2,2,2,0,1,2,2,2,2,3,3,3,4,3,3,3,3,4,1,2,3,3,2,3,4,3,3,2,3,2,2,3,3,3,2,2,2,3,3
2,1,2,0,1,0,2,1,0,0,2,2,5,6,5,5,5,2,5,4,5,5,5,6,5,5,5,5,5,5,5,6,6,5,6,4,5,5,5,5,6,4,3,5,6,5,5,6,5,6,6,5,5,6,5,6,5,5,6,6
1,0,2,0,3,0,2,2,2,0,2,1,4,5,6,4,5,2,5,4,4,4,5,4,4,4,4,4,3,4,4,5,6,5,3,4,5,4,5,4,6,3,1,4,5,4,5,4,5,5,5,4,5,5,4,5,4,4,5,5
1,0,1,0,1,0,1,4,0,0,2,3,3,5,5,6,4,2,5,5,4,4,4,4,3,4,4,5,5,5,6,6,6,6,6,4,5,5,5,5,6,5,3,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6
1,1,1,2,1,0,1,0,0,1,2,2,3,5,2,3,3,2,4,2,2,2,3,2,3,2,2,4,3,2,3,4,3,2,4,3,4,3,2,3,4,3,3,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,0,1,1,2,0,1,2,2,0,2,2,4,4,5,3,4,1,4,3,3,4,4,3,4,4,3,3,3,5,4,3,3,4,3,4,4,4,4,3,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,0,1,0,1,0,1,4,0,0,2,0,3,5,5,6,4,1,6,5,4,4,5,4,3,4,4,5,5,5,6,6,6,6,6,5,6,6,5,5,6,3,3,5,6,6,5,5,5,6,5,5,5,5,5,5,5,5,6,6
1,0,1,2,1,0,1,2,0,0,3,3,3,3,3,5,2,1,3,3,2,3,4,2,3,2,2,4,3,2,4,4,4,3,5,3,3,2,3,3,4,5,3,6,3,4,4,4,3,4,3,3,4,4,4,4,3,3,3,4
2,0,2,2,3,0,2,3,0,0,3,1,4,3,2,3,3,2,3,2,2,3,3,3,5,3,3,3,2,1,2,4,3,2,2,3,3,2,3,2,4,4,2,4,2,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3
2,1,2,0,3,0,2,2,0,1,3,3,3,2,4,3,3,3,3,4,4,4,4,5,4,4,3,4,3,3,3,5,5,4,3,3,3,3,4,3,4,5,1,3,5,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4
2,0,1,1,1,0,1,0,0,0,3,2,4,4,2,3,3,2,4,3,3,3,4,3,4,3,3,4,4,3,5,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
2,0,2,0,0,1,2,1,2,1,3,1,5,5,4,4,5,1,6,6,5,5,4,6,5,5,5,5,5,5,5,4,6,5,5,5,4,5,5,6,5,5,3,5,5,4,3,6,5,5,6,5,5,5,5,5,5,6,5,5
